provider_name,about_organizer,price,address,phone,region,city
Vins et Champagnes de prestige pour vos évènements,Information non trouvée,,,['Tél. : 0426845709'],Provence-Alpes-Côte dAzur,Nice
Paëlla de Réception Cuisinée à Domicile,Information non trouvée,15.00,"13,chemin du mas lafont  13160 CHATEAURENARD",['Tél. : 06.72.11.06.26'],Provence-Alpes-Côte dAzur,Nice
Location chaise Josephine argent,Information non trouvée,5.50,16 av Edouard Grinda  06200 NICE,['Tél. : 04 93 53 26 26'],Provence-Alpes-Côte dAzur,Nice
Location chaise Napoleon,Information non trouvée,5.00,16 av Edouard Grinda  06200 NICE,['Tél. : 04 93 53 26 26'],Provence-Alpes-Côte dAzur,Nice
Orchestre Comeback,Information non trouvée,,,['Tél. : 06 16 03 73 45'],Provence-Alpes-Côte dAzur,Nice
Votre Griffe Culinaire en Provence,Information non trouvée,24.00,"13,chemin du mas lafont  13160 CHATEAURENARD",['Tél. : 06.72.11.06.26'],Provence-Alpes-Côte dAzur,Nice
Votre Traiteur de Luxe pour Mariage,Information non trouvée,45.00,"13,chemin du mas lafont  13160 CHATEAURENARD",['Tél. : 06.72.11.06.26'],Provence-Alpes-Côte dAzur,Nice
Menus de Réveillon,Information non trouvée,30.00,"13,chemin du mas lafont  13160 CHATEAURENARD",['Tél. : 06.72.11.06.26'],Provence-Alpes-Côte dAzur,Nice
Dj animation de soirée de mariage,Information non trouvée,,,['Tél. : 06.89.42.96.19'],Provence-Alpes-Côte dAzur,Nice
Photographe de Mariage en région PACA,Information non trouvée,195.00,Avenue de Vallauris  06400 CANNES,['Tél. : 0688449713'],Provence-Alpes-Côte dAzur,Nice
Prestation musicale clé en main,Information non trouvée,,13846 VITROLLES CEDEX,['Tél. : 0811030206'],Provence-Alpes-Côte dAzur,Nice
Animation jeux vidéo,Information non trouvée,,,['Tél. : 04 91 44 63 13'],Provence-Alpes-Côte dAzur,Nice
Animation casino,Information non trouvée,,,['Tél. : 04 91 44 63 13'],Provence-Alpes-Côte dAzur,Nice
Animation Poker,Information non trouvée,,,['Tél. : 04 91 44 63 13'],Provence-Alpes-Côte dAzur,Nice
Traiteur barbecue argentin,Information non trouvée,35 euros,6 passage Lavoisier  69300 CALUIRE-ET-CUIRE,['Tél. : 06 07 26 56 84'],Rhône,Lyon
L'animation silhouettiste : Transformez votre événement en un moment inoubliable,Information non trouvée,300,34 rue des tables claudiennes  69001 LYON,[],Rhône,Lyon
Team Building magique,Information non trouvée,1500,3 bis rue de la roseraie  3 BIS,['Tél. : +33677596377'],Rhône,Lyon
Spectacle : Back to 1930,Information non trouvée,,,['Tél. : 06 27 49 43 31'],Rhône,Lyon
"Organisation de vos évènements privés (mariage, anniversaire etc...)",Information non trouvée,,,['Tél. : 0684931808'],Rhône,Lyon
Organisation de votre mariage,Information non trouvée,2000€,25 rue Frédéric Mistral  69300 CALUIRE ET CUIRE,['Tél. : 0684931808'],Rhône,Lyon
Organisation de vos évènements professionnels,Information non trouvée,,,['Tél. : 0684931808'],Rhône,Lyon
Animation sucette pour Particuliers et Entreprises,Information non trouvée,,,['Tél. : 0652313326'],Rhône,Lyon
Conception stand pour salon professionnel,Information non trouvée,Sur devis,133 Chemin de Beauversant  69230 SAINT-GENIS-LAVAL,['Tél. : 0428296388'],Rhône,Lyon
Location et vente écran géant LED,Information non trouvée,Devis sur demande - prix variable selon lieu/taille de l'écran/durée,133 Chemin de Beauversant  69230 SAINT-GENIS-LAVAL,['Tél. : 0428296388'],Rhône,Lyon
Animation accordéon New Guinguette - Swing,Information non trouvée,,,['Tél. : 0660540778'],Rhône,Lyon
L'essentiel,Information non trouvée,750,Clos les Sarrazins  69620 LEGNY,['Tél. : 0660964475'],Rhône,Lyon
Photographe Evénementiel d'Entreprise,Information non trouvée,,,['Tél. : 06 03 68 35 42'],Rhône,Lyon
Osez le golf,Information non trouvée,1000e ht,17 rue de la bannière  69003 LYON,['Tél. : 0671284709'],Rhône,Lyon
Anniversaires enfants,Information non trouvée,145,55 route de jonage  69330 PUSIGNAN,['Tél. : 0686846987'],Rhône,Lyon
Animation Bar à Cocktail Soirée Entreprise Lyon - Fin Pallet,Information non trouvée,"3,5",6 rue Dumenge  69004 LYON,['Tél. : 0780907810'],Rhône,Lyon
Animation mariage originale Lyon - Bar à Cocktails Fin Pallet,Information non trouvée,"3,5",6 rue Dumenge  69004 LYON,['Tél. : 0780907810'],Rhône,Lyon
Bar a cocktail innovant pour soirée d'entreprise à Lyon,Information non trouvée,"3,5",6 rue Dumenge  69004 LYON,['Tél. : 0780907810'],Rhône,Lyon
Photographe région Auvergne-Rhône-Alpes,Information non trouvée,200€,PRÉ JOLI  69210 LENTILLY,['Tél. : 0672950831'],Rhône,Lyon
Location & Vente de matériels audiovisuels et tactiles,Information non trouvée,99,51 Avenue Jean Jaures  69007 LYON,['Tél. : 0967154686'],Rhône,Lyon
Les Nymphéas,Information non trouvée,1 500 € HT environ,c/o Sur Mesure Spectacles  58 Chemin du Murger à Jamais,['Tél. : 06 63 08 25 53'],Rhône,Lyon
Animations ludiques,Information non trouvée,,,['Tél. : 0679476200'],Rhône,Lyon
Location écran géant Lyon Rhone-Alpes,Information non trouvée,1500HT,15 boulevard des oiseaux  15 boulevard des oiseaux,['Tél. : 0613926069'],Rhône,Lyon
Opérette : Un Trésor Beaujolais,Information non trouvée,1200 euros,31 rue Lamartine  69380 CHAZAY D'AZERGUES,['Tél. : 0478436962'],Rhône,Lyon
Solutions Internet Temporaires,Information non trouvée,99,9 quai André Lassagne  69001 LYON,['Tél. : 0428280528'],Rhône,Lyon
Spectacle de danses - Danses du Monde et Urbaines,Information non trouvée,150 euros,des cerisiers  69001 LYON,['Tél. : 0614186382'],Rhône,Lyon
"DJ avec chanteuse, danseuses, violoniste et chanteur",Information non trouvée,,,['Tél. : 0613926069'],Rhône,Lyon
"Musidea, spectacles et artistes pour animer votre événement en musique et danse",Information non trouvée,,,['Tél. : 06 20 35 42 25'],Rhône,Lyon
Spectacle Revue cabaret à thèmes pour vos événements prestigieux !,Information non trouvée,,,['Tél. : 0620354225'],Rhône,Lyon
"Comic Fabrique, spectacle humoristique pour jeune public",Information non trouvée,,,['Tél. : 06 20 35 42 25'],Rhône,Lyon
Soprano pour cérémonie de mariage,Information non trouvée,250 euros,31 rue Lamartine  31 rue Lamartine,['Tél. : 0688093418'],Rhône,Lyon
L'Opérette en fête,Information non trouvée,230.00,31 rue Lamartine  69380 CHAZAY D'AZERGUES,['Tél. : 0478436962'],Rhône,Lyon
Recherche et négociation de lieux,Information non trouvée,,,['Tél. : 0623327674'],Rhône,Lyon
Récital-spectacle La Route des Vins,Information non trouvée,250.00,31 rue Lamartine  69380 CHAZAY D'AZERGUES,['Tél. : 0478436962'],Rhône,Lyon
"Spectacle junior ""Le Clown et la Diva""",Information non trouvée,650.00,31 rue Lamartine  69380 CHAZAY D'AZERGUES,['Tél. : 0478436962'],Rhône,Lyon
Votre film de mariage en Rhône-Alpes,Information non trouvée,500.00,21 allée des Dombes  69330 JONAGE,['Tél. : 0664432744'],Rhône,Lyon
Faire-part sur mesure / unique / personnalisé / original,Information non trouvée,,,['Tél. : 0663176860'],Rhône,Lyon
Animation DJ Lyon - Sonolune Animation,Information non trouvée,,,['Tél. : 0617691815'],Rhône,Lyon
Animation musicale à Lyon et sa région | mariage anniversaire,Information non trouvée,,,['Tél. : 0616188280'],Rhône,Lyon
Magicien grenoble magicien pour enfants isere 38,Information non trouvée,,,['Tél. : 0661534781'],Rhône,Lyon
Un magicien a Aix les Bains (73),Information non trouvée,,,['Tél. : 0661534781'],Rhône,Lyon
Magie en Savoie (73) - Magicien close-up,Information non trouvée,,,['Tél. : 0661534781'],Rhône,Lyon
Sculpture de ballons et magie enfants en Savoie (73),Information non trouvée,,,['Tél. : 0661534781'],Rhône,Lyon
Incroyables Juliette et Nuts,Information non trouvée,,,['Tél. : 06 46 68 63 38'],Centre-Val de Loire,Orléans
Gueux à Chiens,Information non trouvée,,,['Tél. : 06 46 68 63 38'],Centre-Val de Loire,Orléans
Oies Sacrées,Information non trouvée,,,['Tél. : 06 46 68 63 38'],Centre-Val de Loire,Orléans
Moutons Sacrés,Information non trouvée,,,['Tél. : 06 46 68 63 38'],Centre-Val de Loire,Orléans
La famille Déprés et les Moutons d'Ouessant,Information non trouvée,,,['Tél. : 06 46 68 63 38'],Centre-Val de Loire,Orléans
La famille Déprés et les Oies Savantes,Information non trouvée,,,['Tél. : 06 46 68 63 38'],Centre-Val de Loire,Orléans
Les Chiens font leur Cinéma,Information non trouvée,,,['Tél. : 06 46 68 63 38'],Centre-Val de Loire,Orléans
Joke trio,Information non trouvée,900€,291 chemin des pouillots  45500 SAINT BRISSON SUR LOIRE,['Tél. : 0681981509'],Centre-Val de Loire,Orléans
Spectacle cabaret revue cabaret,Information non trouvée,3900,ZA LES CHAMPS D'AVAIL  36100 SAINT GEORGES SUR ARNON,['Tél. : 0698850385'],Centre-Val de Loire,Orléans
Parade de Noël lumineuse,Information non trouvée,1500,1 bis boulevard Franklin Roosevelt  36100 ISSOUDUN,['Tél. : 0698850385'],Centre-Val de Loire,Orléans
Organisation arbre de Noël,Information non trouvée,1000,ZA champs d'Avail  36100 SAINT GEORGE SUR ARNON,[],Centre-Val de Loire,Orléans
Père Noël professionnel,Information non trouvée,300,ZA champs d'avail  36100 ISSOUDUN,['Tél. : 0698850385'],Centre-Val de Loire,Orléans
Les Papys Rockers,Information non trouvée,900€,291 chemin des pouillots  45500 SAINT BRISSON SUR LOIRE,['Tél. : 0681981509'],Centre-Val de Loire,Orléans
Mise à disposition d'animaux,Information non trouvée,,,['Tél. : 0658886701'],Centre-Val de Loire,Orléans
Animation Karaoké,Information non trouvée,Consultez note site web,"15, Rue de la Croix du Jubilé  45760 VENNECY",['Tél. : 0767589128'],Centre-Val de Loire,Orléans
Orchestre de variéte,Information non trouvée,Consultez note site web,"15, Rue de la Croix du Jubilé  45760 VENNECY",['Tél. : 0767589128'],Centre-Val de Loire,Orléans
Groupe Pop/Rock,Information non trouvée,Consultez note site web,"15, Rue de la Croix du Jubilé  45760 VENNECY",['Tél. : 0767589128'],Centre-Val de Loire,Orléans
Orgue de Barbarie New Generation,Information non trouvée,Consultez note site web,"15, Rue de la Croix du Jubilé  45760 VENNECY",['Tél. : 0767589128'],Centre-Val de Loire,Orléans
Chanteur / Animateur,Information non trouvée,Consultez note site web,"15, Rue de la Croix du Jubilé  45760 VENNECY",['Tél. : 0767589128'],Centre-Val de Loire,Orléans
Duo Musiciens / Chanteurs,Information non trouvée,Consultez note site web,"15, Rue de la Croix du Jubilé  45760 VENNECY",['Tél. : 0767589128'],Centre-Val de Loire,Orléans
DJ / Chanteur,Information non trouvée,Consultez note site web,"15, Rue de la Croix du Jubilé  45760 VENNECY",['Tél. : 0767589128'],Centre-Val de Loire,Orléans
Spectacle Cabaret,Information non trouvée,Consultez note site web,"15, Rue de la Croix du Jubilé  45760 VENNECY",['Tél. : 0767589128'],Centre-Val de Loire,Orléans
Décoration Arche Ballons Magasins,Information non trouvée,150€,19 lieu dit Grandvilliers  45330 MAINVILLIERS,['Tél. : 0786719411'],Centre-Val de Loire,Orléans
Location Machine Barbe à Papa,Information non trouvée,30€,19 lieu dit Grandvilliers  45330 MAINVILLIERS,['Tél. : 0786719411'],Centre-Val de Loire,Orléans
Location Machine Popcorn,Information non trouvée,30€,19 lieu dit Grandvilliers  45330 MAINVILLIERS,['Tél. : 0786719411'],Centre-Val de Loire,Orléans
Location de déguisements,Information non trouvée,10€,19 lieu dit Grandvilliers  45330 MAINVILLIERS,[],Centre-Val de Loire,Orléans
Spectacles de Rue Déambulation et Parades,Information non trouvée,,,['Tél. : 0642727234'],Centre-Val de Loire,Orléans
Animation Arbre de Noël,Information non trouvée,,,['Tél. : 0642727234'],Centre-Val de Loire,Orléans
Soirée Casino,Information non trouvée,,,['Tél. : 0642727234'],Centre-Val de Loire,Orléans
Véhicules en tout genre,Information non trouvée,200,2 rue du nord  28190 SAINT ARNOULT DES BOIS,['Tél. : 0684001129'],Centre-Val de Loire,Orléans
Animation maquillage de fantaisie,Information non trouvée,25 €,38 grande rue  28130 VILLIERS LE MORHIER,['Tél. : 0608001503'],Centre-Val de Loire,Orléans
Groupe de jazz manouche sur mesure du duo au sextet,Information non trouvée,,,['Tél. : 0683354092'],Centre-Val de Loire,Orléans
Farandole à Pattes,Information non trouvée,800,1200 rue de l'orme au coin  45770 SARAN,['Tél. : 06 88 59 94 61'],Centre-Val de Loire,Orléans
Chansons détournées et sketches humoristiques,Information non trouvée,1€,291 Chemin des Pouillots  45500 ST BRISSON SUR LOIRE,['Tél. : 02.38.36.79.52'],Centre-Val de Loire,Orléans
Mechants Sons;  théatre d'humour musical,Information non trouvée,,,['Tél. : 02.38.36.79.52'],Centre-Val de Loire,Orléans
"Music hall pour les 6/12 ans ""La Puce à l'Oreille""",Information non trouvée,800.00,291 chemin des pouillots  45500 SAINT BRISSON SUR LOIRE,['Tél. : 0681981509'],Centre-Val de Loire,Orléans
Jazz en Java,Information non trouvée,820.00,"1, rue du baron  45000 ORLÉANS",['Tél. : 0645359483'],Centre-Val de Loire,Orléans
Au plus pres des étoiles,Information non trouvée,650.00,"1, rue du Baron  45000 ORLÉANS",['Tél. : 0645359483'],Centre-Val de Loire,Orléans
Groupe de jazz pour événementiel haut de gamme - Cool'in Jazz,Information non trouvée,,,['Tél. : 0247647538'],Centre-Val de Loire,Orléans
Caricaturiste pour votre événement partout en France,Information non trouvée,,,['Tél. : 0247647538'],Centre-Val de Loire,Orléans
Nuit de noces dans les Arbres!,Information non trouvée,,,['Tél. : 0247420890'],Centre-Val de Loire,Orléans
Enterrement de vie de jeune fille ou garçon...dans les Arbres!,Information non trouvée,,,['Tél. : 0247420890'],Centre-Val de Loire,Orléans
Pour un mariage original et atypique !,Information non trouvée,,,['Tél. : 0247420890'],Centre-Val de Loire,Orléans
Votre mariage dans les Arbres : L'amour et la Nature pour témoin !,Information non trouvée,,,['Tél. : 0247420890'],Centre-Val de Loire,Orléans
Atelier culinaire dans le 37,Information non trouvée,,,['Tél. : 0247502974'],Centre-Val de Loire,Orléans
Animation sonorisation,Information non trouvée,,,['Tél. : 0698655500'],Centre-Val de Loire,Orléans
Les Aventures de Peutibou le marabout,Information non trouvée,500,1200 rue de l'orme au coin  45770 SARAN,['Tél. : 0688599461'],Centre-Val de Loire,Orléans
Hommage aux interprètes féminines des années 50,Information non trouvée,900,1200 rue de l'orme au coin  45770 SARAN,['Tél. : 0688599461'],Centre-Val de Loire,Orléans
La précieuse capricieuse,Information non trouvée,1400,1200 rue de l'orme au coin  45770 SARAN,['Tél. : 0688599461'],Centre-Val de Loire,Orléans
Maquillage et relooking,Information non trouvée,200.00,424 les étangs de béon  45210 BAZOCHES SUR LE BETZ,['Tél. : 0608141900'],Centre-Val de Loire,Orléans
"Chasse aux trésors ""au pays des merveilles""",Information non trouvée,1000.00,424 les étangs de béon  45210 BAZOCHES SUR LE BETZ,['Tél. : 0608141900'],Centre-Val de Loire,Orléans
"Impro théâtre ""Personnages en veux-tu ? en voilà !""",Information non trouvée,350.00,424 les étangs de béon  45210 BAZOCHES SUR LE BETZ,['Tél. : 0608141900'],Centre-Val de Loire,Orléans
Seminaire d'entreprise en région centre,Information non trouvée,49.00,rue du Château  37270 ATHEE SUR CHER,['Tél. : 0247502974'],Centre-Val de Loire,Orléans
Soirée oenologique en Indre et Loire,Information non trouvée,49.00,rue du Château  37270 ATHEE SUR CHER,['Tél. : 0247502974'],Centre-Val de Loire,Orléans
Feux d'artifices J.G Pyrotechnie,Information non trouvée,300.00,Le Tertre Masnier  28400 NOGENT LE ROTROU,['Tél. : 0633444622'],Centre-Val de Loire,Orléans
Animations et spectacles de prestige,Information non trouvée,,,['Tél. : 0247647538'],Centre-Val de Loire,Orléans
Duo guitare et voix - Sweety Song,Information non trouvée,,,['Tél. : 0247647538'],Centre-Val de Loire,Orléans
